model_label,architecture,resolution,mean_time_ms,std_time_ms,fps,rmse_full,rmse_roi,absrel_full,absrel_roi,device,backend,git_commit_hash,model_id,revision,frames_n,master_video_sha256,reference_depth_sha256,reference_depth_file
depthanything,transformer,1920x1080,2535.3318369339922,17.886344072487102,0.394425686386407,0.36838295638561247,0.43375477850437166,0.13389743834733964,0.09363915845751762,NVIDIA GeForce RTX 2050,cuda,13e66b9,depth-anything/Depth-Anything-V2-Small-hf,5426e4f0f36572d16453bbda7a8389317b1bef99,50,acc658f11b2ab9b3c194a9ea90f517ff7c76829ca07f0ae74d6a5677ab8126cb,e16297796e9acd0f4b86f9ced181f5a1f75cba8986368271681ea28ba973a813,reference_depth_depthanything_1080_stack.npy
