resolution,mean_time_ms,std_time_ms,fps,rmse_full,rmse_roi,absrel_full,absrel_roi,device,backend,git_commit_hash,model_id,revision,frames_n,master_video_sha256,reference_depth_sha256
854x480,51.78702685297752,0.3167985170615736,19.30985539754933,269.73656585693357,258.5030926513672,93.16373962402344,55.94537559509277,NVIDIA GeForce RTX 2050,cuda,d8c9db6,intel-isl/MiDaS,MiDaS_small,50,acc658f11b2ab9b3c194a9ea90f517ff7c76829ca07f0ae74d6a5677ab8126cb,e16297796e9acd0f4b86f9ced181f5a1f75cba8986368271681ea28ba973a813
